OrganisationID,OrganisationCode,OrganisationType,SubType,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude
40781,RH8,Trust,Acute,Visible,TRUE,Royal Devon and Exeter NHS Foundation Trust,Royal Devon and Exeter Hospital,Barrack Road,,Exeter,Devon,EX2 5DW,50.71671677,-3.50666666
40803,RHA,Trust,MentalHealth,Visible,TRUE,Nottinghamshire Healthcare NHS Foundation Trust,The Resource,,,,,,,
40842,RHM,Trust,Acute,Visible,TRUE,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Tremona Road,,Southampton,Hampshire,SO16 6YD,50.93302155,-1.435089946
40853,RHQ,Trust,Acute,Visible,TRUE,Sheffield Teaching Hospitals NHS Foundation Trust,Northern General Hospital,Herries Road,,Sheffield,South Yorkshire,S5 7AT,53.40958405,-1.460572362
40866,RHU,Trust,Acute,Visible,TRUE,Portsmouth Hospitals NHS Trust,Trust Headquarters,Queen Alexandra Hospital,Southwick Hill Road,Portsmouth,Hampshire,PO6 3LY,50.8495903,-1.071309686
40883,RHW,Trust,Acute,Visible,TRUE,Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,London Road,,Reading,Berkshire,RG1 5AN,51.45140457,-0.958630681
40916,RJ1,Trust,Acute,Visible,TRUE,Guy's and St Thomas' NHS Foundation Trust,Trust Offices,Guy's Hospital,Great Maze Pond,London,Greater London,SE1 9RT,51.50464249,-8.90E-02
40921,RJ2,Trust,Acute,Visible,TRUE,Lewisham and Greenwich NHS Trust,Trust Headquarters,University Hospital Lewisham,Lewisham High Street,London,,SE13 6LH,51.45433044,-0.017036438
40923,RJ6,Trust,Acute,Visible,TRUE,Croydon Health Services NHS Trust,Croydon University Hospital,530 London Road,,Croydon,,CR7 7YE,51.38912964,-0.108768813
40948,RJ7,Trust,Acute,Visible,TRUE,St George's University Hospitals NHS Foundation Trust,St George's University Hospitals NHS Foundation Trust,Blackshaw Road,Tooting,London,,SW17 0QT,51.42672729,-0.17573151
40964,RJ8,Trust,MentalHealth,Visible,TRUE,Cornwall Partnership NHS Foundation Trust,Head Office,Fairview House,Corporation Road,Bodmin,Cornwall,PL31 1FB,50.46881866,-4.735616684
40974,RJC,Trust,Acute,Visible,TRUE,South Warwickshire NHS Foundation Trust,Warwick Hospital,Lakin Road,,Warwick,Warwickshire,CV34 5BW,52.28995132,-1.583200693
40982,RJE,Trust,Acute,Visible,TRUE,University Hospitals of North Midlands,,Royal Stoke University Hospital,Newcastle Road,Stoke-on-Trent,Staffordshire,ST4 6QG,53.00402451,-2.214857817
41014,RJF,Trust,Acute,Visible,TRUE,Burton Hospitals NHS Foundation Trust,Queen's Hospital,Belvedere Road,,Burton-on-Trent,Staffordshire,DE13 0RB,52.81718063,-1.655513167
41018,RJL,Trust,Acute,Visible,TRUE,Northern Lincolnshire and Goole NHS Foundation Trust,Diana Princess Of Wales Hospital,Scartho Road,,Grimsby,,DN33 2BA,53.54389572,-9.57E-02
41024,RJN,Trust,Acute,Visible,TRUE,East Cheshire NHS Trust,Macclesfield District General Hospital,Victoria Road,,Macclesfield,Cheshire,SK10 3BL,53.26226044,-2.141569138
41033,RJR,Trust,Acute,Visible,TRUE,Countess Of Chester Hospital NHS Foundation Trust,The Countess Of Chester Health Park,,,Chester,Cheshire,CH2 1UL,53.21177292,-2.899009943
41039,RJX,Trust,MentalHealth,Visible,TRUE,Calderstones Partnership NHS Foundation Trust,,Mitton Road,Whalley,Clitheroe,Lancashire,BB7 9PE,53.82965851,-2.42368865
41041,RJZ,Trust,Acute,Visible,TRUE,King's College Hospital NHS Foundation Trust,King's College Hospital,Denmark Hill,,London,,SE5 9RS,51.46736526,-0.093887813
41045,RK5,Trust,Acute,Visible,TRUE,Sherwood Forest Hospitals NHS Foundation Trust,Mansfield Road,,,Sutton-In-Ashfield,Nottinghamshire,NG17 4JL,53.13469315,-1.23807776
41059,RK9,Trust,Acute,Visible,TRUE,Plymouth Hospitals NHS Trust,Derriford Hospital,Derriford Road,,Plymouth,Devon,PL6 8DH,50.41672897,-4.113671303
41069,RKB,Trust,Acute,Visible,TRUE,University Hospitals Coventry and Warwickshire NHS Trust,University Hospital,Clifford Bridge Road,,Coventry,,CV2 2DX,52.42142487,-1.443488479
41076,RKE,Trust,Acute,Visible,TRUE,The Whittington Hospital NHS Trust,The Whittington Hospital,Magdala Avenue,,London,,N19 5NF,51.56668091,-0.138160661
41079,RKL,Trust,MentalHealth,Visible,TRUE,West London Mental Health NHS Trust,Trust Headquarters,St Bernard's Site,Uxbridge Road,Southall,Middlesex,UB1 3EU,51.50676346,-0.351924002
41087,RL1,Trust,Acute,Visible,TRUE,Robert Jones and Agnes Hunt Orthopaedic and District Hospital NHS Trust,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Twympath Lane,,Oswestry,Shropshire,SY10 7AG,52.88423538,-3.032671452
41090,RL4,Trust,Acute,Visible,TRUE,The Royal Wolverhampton NHS Trust,New Cross Hospital,Wolverhampton Road,Heath Town,Wolverhampton,,WV10 0QP,52.59825134,-2.096364021
41100,RLN,Trust,Acute,Visible,TRUE,City Hospitals Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Kayll Road,,Sunderland,,SR4 7TP,54.90306473,-1.411002755
41121,RLQ,Trust,Acute,Visible,TRUE,Wye Valley NHS Trust,The County Hospital,Union Walk,,Hereford,Herefordshire,HR1 2ER,52.0569458,-2.705518484
41133,RLT,Trust,Acute,Visible,TRUE,George Eliot Hospital NHS Trust,Lewes House,College Street,,Nuneaton,Warwickshire,CV10 7DJ,52.51200104,-1.475116134
41137,RLU,Trust,Acute,Visible,TRUE,Birmingham Women's NHS Foundation Trust,Birmingham Womens Hospital,Mindelsohn Way,Edgbaston,Birmingham,West Midlands,B15 2TG,52.45318985,-1.942228794
41141,RLY,Trust,MentalHealth,Visible,TRUE,North Staffordshire Combined Healthcare NHS Trust,Lawton House,Bellringer Road,Trentham Lakes,Stoke-on-Trent,Staffordshire,ST4 8HH,52.96837616,-2.16777873
41146,RM1,Trust,Acute,Visible,TRUE,Norfolk and Norwich University Hospitals NHS Foundation Trust,Norfolk and Norwich University Hospital,Colney Lane,,Norwich,Norfolk,NR4 7UY,52.61808395,1.221081495
41157,RM2,Trust,Acute,Visible,TRUE,University Hospital Of South Manchester NHS Foundation Trust,Wythenshawe Hospital,Southmoor Road,Wythenshawe,Manchester,Greater Manchester,M23 9LT,53.38842392,-2.29539752
41160,RM3,Trust,Acute,Visible,TRUE,Salford Royal NHS Foundation Trust,Salford Royal NHS Foundation Trust,Stott Lane,,Salford,,M6 8HD,53.48723602,-2.322668791
41196,RMC,Trust,Acute,Visible,TRUE,Bolton NHS Foundation Trust,The Royal Bolton Hospital,Minerva Road,Farnworth,Bolton,Lancashire,BL4 0JR,53.55442047,-2.430170298
41221,RMP,Trust,Acute,Visible,TRUE,Tameside Hospital NHS Foundation Trust,Tameside General Hospital,Fountain Street,,Ashton-under-Lyne,Lancashire,OL6 9RW,53.49220657,-2.071841717
41223,RMY,Trust,MentalHealth,Visible,TRUE,Norfolk and Suffolk NHS Foundation Trust,Hellesdon Hospital,Drayton High Road,,Norwich,Norfolk,NR6 5BE,52.65953064,1.250886321
41245,RN3,Trust,Acute,Visible,TRUE,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,Marlborough Road,,Swindon,Wiltshire,SN3 6BB,51.53816223,-1.727678299
41258,RN5,Trust,Acute,Visible,TRUE,Hampshire Hospitals NHS Foundation Trust,,Aldermaston Road,,Basingstoke,Hampshire,RG24 9NA,51.28061676,-1.109861135
41263,RN7,Trust,Acute,Visible,TRUE,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Darenth Wood Road,,Dartford,Kent,DA2 8DA,51.43505859,0.258175373
41267,RNA,Trust,Acute,Visible,TRUE,The Dudley Group NHS Foundation Trust,South Block,Russells Hall Hospital,Pensnett Road,Dudley,West Midlands,DY1 2HQ,52.50231171,-2.117735386
41288,RNK,Trust,MentalHealth,Visible,TRUE,Tavistock and Portman NHS Foundation Trust,The Tavistock Centre,120 Belsize Lane,,London,,NW3 5BA,51.54689789,-0.175428793
41289,RNL,Trust,Acute,Visible,TRUE,North Cumbria University Hospitals NHS Trust,West Cumberland Hospital,Hensingham,,Whitehaven,Cumberland,CA28 8JG,54.53020096,-3.563160181
41307,RNN,Trust,MentalHealth,Visible,TRUE,Cumbria Partnership NHS Foundation Trust,Voreda,Portland Place,,Penrith,,CA11 7QQ,54.66736984,-2.753542662
41337,RNQ,Trust,Acute,Visible,TRUE,Kettering General Hospital NHS Foundation Trust,Kettering General Hospital,Rothwell Road,,Kettering,Northamptonshire,NN16 8UZ,52.40235519,-0.740776181
41344,RNS,Trust,Acute,Visible,TRUE,Northampton General Hospital NHS Trust,Cliftonville,,,Northampton,Northamptonshire,NN1 5BD,52.23713303,-0.886672676
41351,RNU,Trust,MentalHealth,Visible,TRUE,Oxford Health NHS Foundation Trust,Trust Headquarters,Warneford Hospital,,,,,,
41352,RNZ,Trust,Acute,Visible,TRUE,Salisbury NHS Foundation Trust,Salisbury District Hospital,Odstock Road,,Salisbury,Wiltshire,SP2 8BJ,51.04395676,-1.789808512
41380,RP1,Trust,MentalHealth,Visible,TRUE,Northamptonshire Healthcare NHS Foundation Trust,,St. Marys Hospital,77 London Road,Kettering,Northamptonshire,NN15 7PW,52.39410019,-0.722185016
41402,RP4,Trust,Acute,Visible,TRUE,Great Ormond Street Hospital for Children NHS Foundation Trust,Great Ormond Street,,,London,Greater London,WC1N 3JH,51.52220917,-0.119909525
41404,RP5,Trust,Acute,Visible,TRUE,Doncaster and Bassetlaw Hospitals NHS Foundation Trust,Doncaster Royal Infirmary,Armthorpe Road,,Doncaster,,DN2 5LT,53.53074265,-1.109241724
41411,RP6,Trust,Acute,Visible,TRUE,Moorfields Eye Hospital NHS Foundation Trust,,162 City Road,,London,,EC1V 2PD,51.52724457,-8.99E-02
41428,RP7,Trust,MentalHealth,Visible,TRUE,Lincolnshire Partnership NHS Foundation Trust,Units 8 and 9,The Point,Lions Way,Sleaford,Lincolnshire,NG34 8GG,53.00882721,-0.392521828
41439,RPA,Trust,Acute,Visible,TRUE,Medway NHS Foundation Trust,Medway Maritime Hospital,Windmill Road,,Gillingham,Kent,ME7 5NY,51.37826538,0.542231917
41474,RPC,Trust,Acute,Visible,TRUE,Queen Victoria Hospital NHS Foundation Trust,Holtye Road,,,East Grinstead,West Sussex,RH19 3DZ,51.13511658,-2.73E-03
41491,RPG,Trust,MentalHealth,Visible,TRUE,Oxleas NHS Foundation Trust,Pinewood House,Pinewood Place,,Dartford,Kent,DA2 7WG,51.43345642,0.178964466
41503,RPY,Trust,Acute,Visible,TRUE,The Royal Marsden NHS Foundation Trust,Fulham Road,,,London,Greater London,SW3 6JJ,51.49087143,-0.172797695
41506,RQ3,Trust,Acute,Visible,TRUE,Birmingham Children's Hospital NHS Foundation Trust,Steelhouse Lane,,,Birmingham,West Midlands,B4 6NH,52.48517609,-1.894445896
41510,RQ6,Trust,Acute,Visible,TRUE,Royal Liverpool and Broadgreen University Hospitals NHS Trust,Royal Liverpool University Hospital,Prescot Street,,Liverpool,Merseyside,L7 8XP,53.40951157,-2.964794159
41527,RQ8,Trust,Acute,Visible,TRUE,Mid Essex Hospital Services NHS Trust,Broomfield Hospital,Court Road,,Chelmsford,Essex,CM1 7ET,51.77458572,0.465438813
41544,RQM,Trust,Acute,Visible,TRUE,Chelsea and Westminster Hospital NHS Foundation Trust,,369 Fulham Road,,London,,SW10 9NH,51.48426056,-0.181444362
41551,RQQ,Trust,Acute,Visible,TRUE,Hinchingbrooke Health Care NHS Trust,Hinchingbrooke Hospital,Hinchingbrooke Park Road,,Huntingdon,Cambridgeshire,PE29 6NT,52.33335114,-0.202664033
41555,RQW,Trust,Acute,Visible,TRUE,The Princess Alexandra Hospital NHS Trust,Hamstel Road,Hamstel Road,,Harlow,Essex,CM20 1QX,51.77134323,8.63E-02
41564,RQX,Trust,Acute,Visible,TRUE,Homerton University Hospital NHS Foundation Trust,Homerton Row,,,London,Greater London,E9 6SR,51.55094147,-4.72E-02
41570,RQY,Trust,MentalHealth,Visible,TRUE,South West London and St George's Mental Health NHS Trust,Springfield Hospital,61 Glenburnie Road,,London,,SW17 7DJ,51.43602753,-0.167649329
41580,RR1,Trust,Acute,Visible,TRUE,Heart Of England NHS Foundation Trust,Birmingham Heartlands Hospital,Bordesley Green East,,Birmingham,West Midlands,B9 5ST,52.47787857,-1.82751596
41601,RR7,Trust,Acute,Visible,TRUE,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,Sheriff Hill,,Gateshead,Tyne and Wear,NE9 6SX,54.93799973,-1.581497788
41610,RR8,Trust,Acute,Visible,TRUE,Leeds Teaching Hospitals NHS Trust,St. James's University Hospital,Beckett Street,,Leeds,West Yorkshire,LS9 7TF,53.80729675,-1.519063354
41623,RRD,Trust,MentalHealth,Visible,TRUE,North Essex Partnership University NHS Foundation Trust,Stapleford House,Stapleford Close,,Chelmsford,Essex,CM2 0QX,51.72966385,0.467178345
41631,RRE,Trust,MentalHealth,Visible,TRUE,South Staffordshire and Shropshire Healthcare NHS Foundation Trust,Trust Headquarters,St. George's Hospital,Corporation Street,Stafford,Staffordshire,ST16 3SR,52.81059265,-2.109073639
41722,RRF,Trust,Acute,Visible,TRUE,Wrightington,,,,,,,,
41733,RRJ,Trust,Acute,Visible,TRUE,The Royal Orthopaedic Hospital NHS Foundation Trust,,Bristol Road South,Northfield,Birmingham,West Midlands,B31 2AP,52.42113876,-1.960812807
41743,RRK,Trust,Acute,Visible,TRUE,University Hospital Birmingham NHS Foundation Trust,Trust HQ,,,,,,,
41758,RRP,Trust,MentalHealth,Visible,TRUE,Barnet,,,,,,,,
41799,RRU,Trust,Health & Care and Ambulance,Visible,TRUE,London Ambulance Service NHS Trust,220 Waterloo Road,,,London,Greater London,SE1 8SD,51.50017548,-0.109016418
41803,RRV,Trust,Independent,Visible,TRUE,University College London Hospitals NHS Foundation Trust,,250 Euston Road,,London,,NW1 2PG,51.52573395,-0.137380674
41825,RT1,Trust,MentalHealth,Visible,TRUE,Cambridgeshire and Peterborough NHS Foundation Trust,Elizabeth House,Fulbourn Hospital,Fulbourn,Cambridge,,CB21 5EF,52.185215,0.188189894
41830,RT2,Trust,MentalHealth,Visible,TRUE,Pennine Care NHS Foundation Trust,Trust Headquarters,225 Old Street,,Ashton-under-Lyne,Lancashire,OL6 7SR,53.48574066,-2.099966526
41840,RT3,Trust,Acute,Visible,TRUE,Royal Brompton and Harefield NHS Foundation Trust,Royal Brompton Hospital,Sydney Street,,London,Greater London,SW3 6NP,51.48974228,-0.170840546
41843,RT5,Trust,MentalHealth,Visible,TRUE,Leicestershire Partnership NHS Trust,HQ Bridge Park Plaza,Bridge Park Road,Thurmaston,Leicester,Leicestershire,LE4 8PQ,52.67650604,-1.103003263
41861,RTD,Trust,Acute,Visible,TRUE,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Freeman Hospital,Freeman Road,High Heaton,Newcastle-upon-Tyne,Tyne and Wear,NE7 7DN,55.0027771,-1.593377829
41886,RTE,Trust,Acute,Visible,TRUE,Gloucestershire Hospitals NHS Foundation Trust,Trust HQ,1 College Lawn,,Cheltenham,Gloucestershire,GL53 7AG,51.8908577,-2.070573092
41936,RTF,Trust,Acute,Visible,TRUE,Northumbria Healthcare NHS Foundation Trust,Rake Lane,,,North Shields,Tyne and Wear,NE29 8NH,55.0257225,-1.466332674
41973,RTG,Trust,Acute,Visible,TRUE,Derby Teaching Hospitals NHS Foundation Trust,Royal Derby Hospital,Uttoxeter Road,,Derby,Derbyshire,DE22 3NE,52.91156006,-1.513305902
41983,RTH,Trust,Acute,Visible,TRUE,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Headley Way,Headington,Oxford,Oxfordshire,OX3 9DU,51.76348495,-1.219682693
42025,RTK,Trust,Acute,Visible,TRUE,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peters Hospital,Guildford Road,,Chertsey,Surrey,KT16 0PZ,51.37709427,-0.526825488
42064,RTP,Trust,Acute,Visible,TRUE,Surrey and Sussex Healthcare NHS Trust,East Surrey Hospital,Canada Avenue,,Redhill,Surrey,RH1 5RH,51.2191925,-0.161995023
42075,RTQ,Trust,MentalHealth,Visible,TRUE,2gether NHS Foundation Trust,Rikenel,Montpellier,,Gloucester,Gloucestershire,GL1 1LY,51.86042404,-2.244675636
42108,RTR,Trust,Acute,Visible,TRUE,South Tees Hospitals NHS Foundation Trust,The James Cook University Hospital,Marton Road,,Middlesbrough,Cleveland,TS4 3BW,54.55207825,-1.214258194
42136,RTV,Trust,MentalHealth,Visible,TRUE,5 Boroughs Partnership NHS Foundation Trust,Hollins Park Hospital,Hollins Lane,Winwick,Warrington,Cheshire,WA2 8WA,53.42835236,-2.608426332
42180,RTX,Trust,Acute,Visible,TRUE,University Hospitals Of Morecambe Bay NHS Foundation Trust,Westmorland General Hospital,Burton Road,,Kendal,Cumbria,LA9 7RG,54.30670929,-2.732536793
42190,RV3,Trust,MentalHealth,Visible,TRUE,Central and North West London NHS Foundation Trust,Stephenson House,75 Hampstead Road,,London,,NW1 2PL,51.52680588,-0.13905257
42208,RV5,Trust,MentalHealth,Visible,TRUE,South London and Maudsley NHS Foundation Trust,Maudsley Hospital,Denmark Hill,,London,Greater London,SE5 8AZ,51.46873856,-9.14E-02
42244,RV9,Trust,MentalHealth,Visible,TRUE,Humber NHS Foundation Trust,Trust HQ,,,,,,,
42267,RVJ,Trust,Acute,Visible,TRUE,North Bristol NHS Trust,,Southmead Hospital,Southmead Road,Bristol,Avon,BS10 5NB,51.49733734,-2.592934608
42313,RVN,Trust,MentalHealth,Visible,TRUE,Avon and Wiltshire Mental Health Partnership NHS Trust,Jenner House,Avon Way,,Chippenham,Wiltshire,SN15 1GG,51.46851349,-2.108283281
42345,RVR,Trust,Acute,Visible,TRUE,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Wrythe Lane,,Carshalton,Surrey,SM5 1AA,51.38007355,-0.183177039
42361,RVV,Trust,Acute,Visible,TRUE,East Kent Hospitals University NHS Foundation Trust,Kent and Canterbury Hospital,Ethelbert Road,,Canterbury,Kent,CT1 3NG,51.26555634,1.08701396
42472,RVW,Trust,Acute,Visible,TRUE,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,Hardwick Road,,Stockton on Tees,Cleveland,TS19 8PE,54.58293533,-1.34674418
42482,RVY,Trust,Acute,Visible,TRUE,Southport and Ormskirk Hospital NHS Trust,,Town Lane,,Southport,,PR8 6PN,53.63367081,-2.97841692
42488,RW1,Trust,MentalHealth,Visible,TRUE,Southern Health NHS Foundation Trust,,Tatchbury Mount,Calmore,Southampton,Hampshire,SO40 2RZ,50.93066025,-1.52879262
42568,RW3,Trust,Acute,Visible,TRUE,Central Manchester University Hospitals NHS Foundation Trust,Trust Headquarters,,,,,,,
42617,RW4,Trust,MentalHealth,Visible,TRUE,Mersey Care NHS Trust,V7 Building,Kings Business Park,,Prescot,Merseyside,L34 1PJ,53.42310715,-2.826189995
42621,RW5,Trust,MentalHealth,Visible,TRUE,Lancashire Care NHS Foundation Trust,Sceptre Point,Sceptre Way,Bamber Bridge,Preston,Lancashire,PR5 6AW,53.71939468,-2.638836861
42642,RW6,Trust,Acute,Visible,TRUE,Pennine Acute Hospitals NHS Trust,Trust Headquarters,North Manchester General Hospital,Delaunays Road,,,,,
42659,RWA,Trust,Acute,Visible,TRUE,Hull and East Yorkshire Hospitals NHS Trust,Hull Royal Infirmary,Anlaby Road,,Hull,,HU3 2JZ,53.74441147,-0.358256102
42666,RWD,Trust,Acute,Visible,TRUE,United Lincolnshire Hospitals NHS Trust,Trust Headquarters,Lincoln County Hospital,Greetwell Road,Lincoln,Lincolnshire,LN2 4AX,53.23532486,-0.522781372
42678,RWE,Trust,Acute,Visible,TRUE,University Hospitals Of Leicester NHS Trust,University Hospitals of Leicester Headquarters,Level 3,,,,,,
42683,RWF,Trust,Acute,Visible,TRUE,Maidstone and Tunbridge Wells NHS Trust,Maidstone Hospital,Hermitage Lane,,Maidstone,Kent,ME16 9QQ,51.27366257,0.483988225
42711,RWG,Trust,Acute,Visible,TRUE,West Hertfordshire Hospitals NHS Trust,Trust Offices,Watford General Hospital,Vicarage Road,Watford,Hertfordshire,WD18 0HB,51.64905167,-0.404457569
42717,RWH,Trust,Acute,Visible,TRUE,East and North Hertfordshire NHS Trust,Lister Hospital,Coreys Mill Lane,,Stevenage,Hertfordshire,SG1 4AB,51.92461014,-0.212711543
42722,RWJ,Trust,Acute,Visible,TRUE,Stockport NHS Foundation Trust,Stepping Hill Hospital,Poplar Grove,,Stockport,Cheshire,SK2 7JE,53.38378906,-2.132005215
42729,RWK,Trust,MentalHealth,Visible,TRUE,East London NHS Foundation Trust,Trust HQ,9 Alie Street,,London,,E1 8DE,51.51351929,-7.27E-02
42736,RWN,Trust,MentalHealth,Visible,TRUE,South Essex Partnership University NHS Foundation Trust,The Lodge,The Chase,,Wickford,Essex,SS11 7XX,51.63502884,0.541755378
42749,RWP,Trust,Acute,Visible,TRUE,Worcestershire Acute Hospitals NHS Trust,Worcestershire Royal Hospital,Charles Hastings Way,,Worcester,Worcestershire,WR5 1DD,52.19120407,-2.181129217
42772,RWR,Trust,MentalHealth,Visible,TRUE,Hertfordshire Partnership University NHS Foundation Trust,Hertfordshire Partnership University NHS Foundation Trust,Head Office,,,,,,
42811,RWV,Trust,MentalHealth,Visible,TRUE,Devon Partnership NHS Trust,Wonford House Hospital,Dryden Road,,Exeter,Devon,EX2 5AF,50.7154007,-3.506284475
42834,RWW,Trust,Acute,Visible,TRUE,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Lovely Lane,,Warrington,Cheshire,WA5 1QG,53.39398575,-2.610718012
42842,RWX,Trust,MentalHealth,Visible,TRUE,Berkshire Healthcare NHS Foundation Trust,Fitzwilliam House,Skimped Hill Lane,,Bracknell,Berkshire,RG12 1BQ,51.41675568,-0.754666924
42863,RWY,Trust,Acute,Visible,TRUE,Calderdale and Huddersfield NHS Foundation Trust,Royal Infirmary,Calderdale Royal Infirmary,,Huddersfield,West Yorkshire,HX3 0PW,53.70525742,-1.857901216
42877,RX1,Trust,Acute,Visible,TRUE,Nottingham University Hospitals NHS Trust,Trust Headquarters,City Hospital campus,Hucknall Road,Nottingham,Nottinghamshire,NG5 1PB,52.9892807,-1.160045147
42882,RX2,Trust,MentalHealth,Visible,TRUE,Sussex Partnership NHS Foundation Trust,Swandean,Arundel Road,,Worthing,West Sussex,BN13 3EP,50.84120941,-0.411147565
42951,RX3,Trust,MentalHealth,Visible,TRUE,Tees,,,,,,,,
42999,RX4,Trust,MentalHealth,Visible,TRUE,Northumberland,,,,,,,,
43014,RX6,Trust,Health & Care and Ambulance,Visible,TRUE,North East Ambulance Service NHS Foundation Trust,Bernicia House,Goldcrest Way,Newburn Riverside,Newcastle Upon Tyne,,NE15 8NY,54.96968079,-1.712693691
43015,RX7,Trust,Health & Care and Ambulance,Visible,TRUE,North West Ambulance Service NHS Trust,Ladybridge Hall,399 Chorley New Road,,Bolton,,BL1 5DD,53.57896423,-2.475729465
